"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZR2.00667CER056","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","20.00","20.00","130.00","20.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00645CER009","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","20.00","65.00","80.00","50.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00654CER040","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","50.00","100.00","65.00","65.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00654CER044","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","15.00","20.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00654CER046","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","65.00","55.00","125.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00654CER049","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","10.00","50.00","80.00","50.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00655CER028","CER","porcelain: Europe","1850","1925","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","150.00","25.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00662CER006","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","25.00","45.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00673CER027","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Consumption: drinking","25.00","45.00","70.00","40.00","feldspar glaze, painted with enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00673CER061","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","320.00","35.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00702CER041","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","15.00","20.00","100.00","55.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00731CER008","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","65.00","100.00","85.00","55.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00774CER006","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","25.00","25.00","130.00","25.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00758CER002","CER","porcelain: Europe","1875","1925","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","130.00","20.00","feldspar, painted with blue underglaze","transfer printing","floral motif",NULL,"porcelain"
"NZR2.00768CER031","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","5.00","50.00","130.00","25.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00768CER032","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","15.00","20.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00669CER022","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","40.00","80.00","45.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00729CER033","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Consumption: drinking","65.00","75.00","130.00","20.00","feldspar glaze, painted with enamel overglaze","enamelled, gilded","floral motif",NULL,"porcelain"
"NZR2.00732CER008","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","10.00","25.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00749CER013","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","25.00","25.00","75.00","60.00","feldspar glaze, painted, blue underglaze, enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00818CER050","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","10.00","25.00","60.00","60.00","feldspar glaze, painted with enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00818CER052","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","25.00","160.00","35.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00839CER052","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","140.00","20.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00839CER053","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","55.00","80.00","50.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00844CER010","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","20.00","30.00","135.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00851CER010","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","20.00","40.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00817CER015","CER","porcelain: Europe","1875","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","40.00","240.00","35.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00833CER035","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","40.00","50.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white",NULL,NULL,"porcelain"
"NZR2.00833CER037","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","15.00","25.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00854CER039","CER","porcelain: Europe","1774","1784","Food Processing & Consumption","Consumption: drinking","30.00","30.00","120.00","25.00","feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled","floral motif","M.o.L.","porcelain"
"NZR2.00808CER025","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","40.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00883CER027","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","10.00","25.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00999CER099","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","10.00","220.00","20.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.01006CER059","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","20.00","20.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00932CER029","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Consumption: drinking","100.00","100.00","80.00","75.00","feldspar glaze, painted, blue underglaze, enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00934CER016","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","15.00","25.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00934CER017","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","5.00","40.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00946CER003","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","25.00","35.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.01033CER013","CER","porcelain: Europe","1800","1875","Food Processing & Consumption","Consumption: drinking","30.00","40.00","60.00","35.00","feldspar glaze, painted, blue underglaze, enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.01033CER015","CER","porcelain: Europe","1750","1800","Food Processing & Consumption","Consumption: drinking","25.00","35.00","110.00","25.00","feldspar, painted with blue underglaze","blue-white","landscape",NULL,"porcelain"
"NZR2.00938CER016","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","60.00","145.00","15.00","feldspar glaze, painted, blue underglaze, enamel overglaze",NULL,NULL,NULL,"porcelain"
"NZR2.00999CER054","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","30.00","100.00","75.00","65.00","feldspar glaze, painted, blue underglaze, enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00999CER057","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Consumption: drinking","60.00","100.00","100.00","20.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.01032CER012","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","20.00","20.00","135.00","35.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZV1.00013CER001","CER","porcelain: Europe","1775","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","60.00","135.00","32.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZV1.00044CER021","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","60.00","65.00","135.00","23.00","feldspar glaze","transfer printing, black",NULL,NULL,"porcelain"
"NZR2.00251CER072","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","10.00","220.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00257CER037","CER","porcelain: famille rose","1725","1800","Food Processing & Consumption","Consumption: drinking","45.00","45.00","95.00","45.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00281CER016","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","20.00","220.00","40.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00286CER036","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","30.00","230.00","25.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00313CER032","CER","porcelain: famille rose","1750","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","20.00","220.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","chinese decor",NULL,"porcelain"
"NZR2.00324CER010","CER","porcelain: famille rose","1725","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","25.00","150.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00459CER013","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","220.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00511CER066","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","15.00","160.00","20.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00512CER126","CER","porcelain: famille rose","1750","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","240.00","35.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose",NULL,NULL,"porcelain"
"NZR2.00513CER110","CER","porcelain: famille rose","1750","1800","Food Processing & Consumption","Consumption: drinking","10.00","10.00","100.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","chinese decor",NULL,"porcelain"
"NZR2.00521CER052","CER","porcelain: famille rose","1800","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","420.00","60.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00550CER024","CER","porcelain: famille rose","1725","1750","Food Processing & Consumption","Consumption: drinking","15.00","25.00","70.00","40.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00577CER026","CER","porcelain: famille rose","1750","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","30.00","140.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","chinese decor",NULL,"porcelain"
"NZR2.00577CER027","CER","porcelain: famille rose","1700","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","20.00","270.00","40.00","feldspar glaze, painted with enamel overglaze","enamelled, blood-red and white","human figure",NULL,"porcelain"
"NZR2.00635CER075","CER","porcelain: famille rose","1725","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","230.00","25.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","floral motif",NULL,"porcelain"
"NZR2.00808CER017","CER","porcelain: famille rose","1750","1800","Food Processing & Consumption","Consumption: drinking","35.00","40.00","60.00","60.00","feldspar glaze, painted with enamel overglaze","enamelled, famille rose","mixture",NULL,"porcelain"
"NZR2.00252CER087","CER","porcelain: famille verte","1675","1725","Food Processing & Consumption","Consumption: drinking","15.00","15.00","110.00","20.00","feldspar glaze, painted with enamel overglaze","enamelled, famille verte","floral motif",NULL,"porcelain"
"NZR2.00509CER036","CER","porcelain: famille verte","1675","1725","Food Processing & Consumption","Consumption: drinking","5.00","15.00","120.00","20.00","feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, famille verte","floral motif",NULL,"porcelain"
"NZR2.00524CER048","CER","porcelain: famille verte","1725","1800","Food Processing & Consumption","Consumption: drinking","5.00","0.00","120.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, famille verte","floral motif",NULL,"porcelain"
"NZR2.00577CER032","CER","porcelain: famille verte","1675","1725","Food Processing & Consumption","Consumption: drinking","15.00","25.00","130.00","20.00","feldspar glaze, painted with enamel overglaze","enamelled, famille verte","floral motif",NULL,"porcelain"
